Tweet,Label
@jjkxzcl gaada jaringan ituu,BukanSarkas
dari kemaren kesel ama jaringan by.u :(((,BukanSarkas
Mana nie jaringan ngelag parah,BukanSarkas
ini jaringan guanya jelek apa gmn shshshs,BukanSarkas
@jjkxzcl ga ada jaringan,BukanSarkas
JARINGAN GUE JELEK BANGET KNP,BukanSarkas
"RT @passionateloey: masalahnya doun ni cuma satu, jaringan 😭",BukanSarkas
"@babufess Ping lebih ke sinyql sih nder jadi make sure kuota internet ga abis aja. Sama emang jaringan ke server bagus, punyaku juga setelah banner ayaka suka merah pingnya",BukanSarkas
ini jaringan knp sie,BukanSarkas
jelek bgt jaringan,BukanSarkas
Jaringan jelek kayak mulut tetangga 👎,BukanSarkas
Jaringan blm pulih nih??,BukanSarkas
@jcenniek Oke deh.. berarti emang jaringan nela gak jelas 😔💔,BukanSarkas
"udh ah jaringan gue jleg bgt mau bikin au aja deh hehe, baii baii!",BukanSarkas
JARINGAN GUA INI KENAPA ANJIR JELEK  BGT,BukanSarkas
"Dri kmrn jaringan ngajak ribut, lemot mulu hadehh",BukanSarkas
kesel bgt gue jaringan kalo mau nonton konten jelek bgt jdi muter²,BukanSarkas
JARINGAN GUE ELEK PISAN,BukanSarkas
"@jungjungkks_ @indomyfess Maybe karena jaringan, emang agak susah sih, aku kalo pake wifi juga gak keputer"" itu iklan, jadi aku selalu move ke data dulu bentar",BukanSarkas
"Yg butuh akun untuk vote please dm guee, jaringan gue lemot parah tolongg please masih bnyak ni 😭😭😭 DREAMSTAN ONLY YAA!!!!!",BukanSarkas
Ini jaringan apa kura²... Lelet bgt...,BukanSarkas
Aakajakkak jaringan jelek bangett mau vote aja susahhh,BukanSarkas
@agliolibeu IY PLS MNA JARINGAN SOASIK😭,Sarkasme
Hujan kek semalam ntar jaringan jelek lagi,BukanSarkas
"@akanksep HAHAJAJAJAJAHHAHAAHAHHA, jaringan kita kompak bener ga seh",Sarkasme
@IndosatCare jaringanlu bikin gua pengen nyumpahin. Asli. Nyesel bngt ngisi kuota buat sebulan. Taunya jaringan kaya siput.,BukanSarkas
@ravessha ggra lu jaringan gua ikut gelo,BukanSarkas
@IndiHomeCare min ini jaringan indihomenya dari tadi siang kok no internet ya? Boleh dibantu cek?,BukanSarkas
Ini dari tadi pagi jaringan jelek mulu dah🙂,BukanSarkas
cape bgt jaringan,BukanSarkas
@akanksep benerin jaringan ku mau gak,BukanSarkas
ini jaringan providernya apa emg ic basebandku lg bergetar yaaaa:),BukanSarkas
jaringan jelek banget ndet ndetan,BukanSarkas
Jaringan ngga stabil bikin bad mood nggasiii😭,BukanSarkas
@DeenosaurusD Selamat Malam First People. Mohon maaf atas ketidaknyamanannya. Saat ini masih terjadi prblm jaringan pada sinyal dan sedang dalam penanganan tim jaringan. Mohon kesediannya menunggu utk perbaikannya. Detailnya lihat di https://t.co/h46Z2K7k7Z. Tks ^Adr,BukanSarkas
@IndiHomeCare halo min tolong bantu refresh jaringan ya makasih,BukanSarkas
ini jaringan pgn gue gebug,BukanSarkas
"@IndiHomeCare kok jaringan dsni tangsel pondok cabe,gbisa buat login ml yaa min",BukanSarkas
"ini saya coba lagi malam ini sudah tidak ada masalah, sudah stabil dan cepat",BukanSarkas
Twitter lemot banget gasih? Atau jaringan indi yg ngajak ribut,BukanSarkas
"@nnominist di aku bisaa kok. keknya jaringan kamu lagi lemot deh, soalnya klo lemot suka gak ke play emg",BukanSarkas
Jaringan XL lagi kenapa sih??😭jelek mulu setiap gw mau maen hp anjirt,BukanSarkas
@wolfganxx emang agak lag ga si jaringan belakangan ini🥲,BukanSarkas
jaringan @IndosatCare kenapa dah,BukanSarkas
"Telkomsel ada dendam apa ya sama aku, dua hari dikasih jaringan buruk terus",BukanSarkas
Jaringan kenapa jelek banget dah,BukanSarkas
@lopeserim Jaringan nya @k_uwu_d  kayaknya bermasalah,BukanSarkas
Apa cuman jaringan wifi indihomeku aja yg bermasalah ya?,BukanSarkas
"@abiyuz Hai, Kak Abi. Pelaporannya, sebagai langkah awal sudah Nyil bantu refresh jaringan melalui sistem. Silakan dicoba kembali. Ditunggu kabar baik selanjutnya di DM guna proses lebih lanjut. Terima... https://t.co/v3xHPn62bk",BukanSarkas
"Yo @IndiHome, mau sampe kapan jaringan kalian gangguan kek gini?
Ga malu apa kalo kualitas jelek kalian itu udah go internasional? 🤦🏼‍♂️ https://t.co/F8quKJTfCM",BukanSarkas
ini jaringan w yg jelek apa twt yg jelek si,BukanSarkas
"@dyonisuss2_ Aku penasaran, tapi jaringan kek taiii 😭😭😭😭 https://t.co/jhK8Gy2p9o",BukanSarkas
"@bsihelp Udah semua min, udh update, jaringan stabil, udh restart tetep aja masih gabisa",BukanSarkas
"@byu_id Min saya coba login ulang ke apk by u kok ga bisa². Dah pake jaringan by u ga bisa, giliran nyoba pake nomor by u tulisannya ""kode otp gagal dikirim"" Itu mulu",BukanSarkas
"@IndosatCare ilang jaringan lagi. Ga bisa internet n telpon sama sekali. Kemaren dr pagi-sore, skrg lg? Astaga",BukanSarkas
sedih gengsss ahahahahhaha jaringan di rumah bener bener ngajak berantem 😢😢😢😢 https://t.co/PJrS1ETRUV,Sarkasme
"@adiiyulianto Hai, Kak Adii. Mohon maaf. Terkait internet lambat, sudah coba refresh jaringan dengan cara OFF-ON data service kak? Jika masih dan di nmr HP yg sama yuk infoin Lokasi (Kel, Kec,dan Kota), Tgl kejadian, 2 No Telkomsel lain yg berkendala sama via DM. Trims -Zabo",BukanSarkas
knp ya jam segini selalu lemot jaringan 🥲,BukanSarkas
jaringan kita bertumbuk ajaadeh,Sarkasme
"capek, jaringan jelek banget",BukanSarkas
"Nahh udh bisa nie, bergelut dulu dengan jaringan kali ini😓",BukanSarkas
"Jaringan,lo bajingan banget",BukanSarkas
Awas aja kalau besok jaringan hilang hdh jgn Sampe dehh,BukanSarkas
Ah jaringan lelet,BukanSarkas
@enhypenihacoy jaringan ngajak bertengkar :(,BukanSarkas
JARINGAN TOLONG KERJASAMANYA😡😡,Sarkasme
nonton live terhalang jaringan 🧎🏻‍♀️,BukanSarkas
"Jaman sekarang semua serba online ya , apa2 online beli baju ,makanan , perlatan dapur dll pokoknya serba online ,yang awalnya manual kini semua berpindah ke digital dengan memanfaat kan jaringan Internet",BukanSarkas
"@IndosatCare @Rizal_abidin21 Sama ngab gawe emosi tenan. Bangke emg Indosat ini Jaringan gila parah lelet gada perubahan
Kecewa banget padahal saya salahsatu pengguna Indosat dr dlu. Pelayana makin hari makin parah https://t.co/WRxYU3t4e5",BukanSarkas
JARINGAN SIALAN GUE MAU LIAT KLIP KLIP KONSER ANJUUUY😭😭😭😭😭😭😭😭,BukanSarkas
Ini kenapa jaringan nge-tweet lancar tapi streaming ngga si😭,BukanSarkas
napa sih kalo jam segini jaringan busuk bgt:),BukanSarkas
"jaringan jelek, jadi mending mandi aja",BukanSarkas
Eh anjir jaringan jelek bgt,BukanSarkas
@greps007 pastikan menggunakan jaringan data yg stabil dan tidak menggunakan wifi ya. Tks~Ashwin (end),BukanSarkas
@xxcdence enggak bby baru tadi beliin kuota dasar jaringan yg ga bersahabat,BukanSarkas
Gada jaringan😥👎,BukanSarkas
Mau nyetok drakor tp kok ya ini jaringan bngsat banget😡 lemooooottttttt,BukanSarkas
"@hellowincryptoo Halo, Kak Bubie. Rya cek jaringan terindikasi ada kabel fiber yang putus. Mohon dipastikan dahulu kabel Patch Cord sudah terpasang/tertancap dengan kencang/benar ya. Terima kasih. -Rya",BukanSarkas
"hai, jelek banget jaringan disini, mau on twt aja lemot :(( mau pulang ke kota :((((((((",BukanSarkas
"@raulimugib   Selamat pagi First People. Mohon maaf atas ketidaknyamanannya. Saat ini sedang terjadi problem jaringan, diperkirakan perbaikan jaringan dilakukan sampai 06-Dec-2021 / 16:14. Untuk detailnya bisa pantau di https://t.co/h46Z2K7k7Z. Tks ^Sita",BukanSarkas
"@PacareTawan baru ada jaringan, jd bru kekirim....... 🤡",BukanSarkas
"@jsuhtyong95 biasanya dari jaringan, gue jga suka gtu",BukanSarkas
Ini twitter yg lemot apa jaringan gue sih??? Anjir emosi bgt gue,BukanSarkas
"@3CareIndonesia pagii min, apakah jaringan sedang bermasalah? Tiga hari terakhir, jaringan saya hanya H+. Sudah saya coba restart dan pake mode pesawat, tetap g berubah.",BukanSarkas
ini jaringan knp susah bgt dari semalem😭,BukanSarkas
@FirstMediaCares mau sampe jamberapa ini jaringan internet error lagi? 10868035.,BukanSarkas
"@hanii0106 Hi First People. Mohon maaf atas ketidaknyamanannya. Saat ini sedang ada gangguan jaringan, namun sedang kami upayakan perbaikan secepatnya. Info update status jaringan dapat dicek di https://t.co/h46Z2K7k7Z. Tks ^yoh",BukanSarkas
Bismilah semoga gk ada kendala jaringan🙏,BukanSarkas
"Hujan, jaringan pun mulai terganggu🥴",BukanSarkas
"@Telkomsel Jaringan telkomsel di jalur kereta antara sudimara dan kebayoran lama, sinyal nya H+..",BukanSarkas
Ini jaringan kenapa jelek bgt dah,BukanSarkas
anjc masi pagi loh ini jaringan babi ga guna,BukanSarkas
"RT @mahaeunited: — mhau! Hc ini kebiasaan nyolong wifi tetangga sebelah, tapi hari ini wifinya keputus. Waktu mau ngecek, emang mati—yang…",BukanSarkas
"@IM3Ooredoo Entah kenapa jaringan 3G di perangkat w gk ada,",BukanSarkas
"@FirstMediaCares min tolong dicek dong jaringan nya dari tadi putus"" mulu 11009704",BukanSarkas
"Jaringan internet tri @triindonesia kenapasiiiihhhhh anjirl lah aing lagi ujian no internet connection wae padahal 4G ngajeblag kuota masih 10GB, udah di restart udah di mode pesawat,, belom aja dibanting hp ny
Ujungnya aing kalah di remed kehabisan waktu,, ah sial https://t.co/au4s36kQtF",Sarkasme
"@IM3Ooredoo Juga jaringan parah, pdhl BTS dekat banget. Pdhl setelan sdh dipandu oleh operator. Tetep saja lamban.
Makanya sudah lama gak ambil paket data.. Semoga masukkan ini membuat Im3 lebih meningkatkan mutu jaringan dan paket hemat bener kompetitif.",BukanSarkas
@IndiHomeCare min ini error semuanya apa ak aja ya kok yang aku error nga ada jaringan....,BukanSarkas
@IM3Ooredoo Dah shut down segala jaringan tetep lelet,BukanSarkas
"Ya Allah masih pagi udh hujan, semoga jaringan engga drop deh hari ini ada ulangan soalnya",BukanSarkas
"Pesan ini bisa muncul kapan aja, nggak kenal waktu, tidak bisa diabaikan, dan bisa memutus jaringan internet seketika. Provider pun juga tidak memberikan opsi untuk opt out dari promo nggak berguna ini.",BukanSarkas
"@IM3Ooredoo Jaringan M3 lagi parah banget kenapa ya, padahal sebelumnya di tempatku M3 paling bagus 🤦‍♀️
Udah tak on-off mode pesawat, restart hp, tetep ajaa..",BukanSarkas
Kebiasaan @myXL klo mendung seharian lngsng ngaruh bngt ke sinyal jaringan,BukanSarkas
Jaringan itu kaya aku apa kaya kamu? Suka hilang hilangan wkwkw,Sarkasme
"@akunoer Karena tau jaringan ga bakal kuat, jadinya ga lancar deh",BukanSarkas
@IndiHomeCare Thxyouuu jaringan indihome mantul❤️,Sarkasme
"Cek jaringan dong. Udah seminggu tuh modem merah mulu shay @IndiHome  @IndihomeTang 
Daerah Haji Toran, Ciputat Timur, Tangerang Selatan",BukanSarkas
anjay balik kampung malah jaringan gak stabil 😷 https://t.co/GtaPHD2BrP,BukanSarkas
@IndiHomeCare WFH jadi nyaman bgt karena pake IndiHome jaringan lancar terus,BukanSarkas
"@IM3Ooredoo Ada apa ni min udah 4 hari tiba² jaringan hilang,sebelumnya lancar sampe harus pake provider lain nih?
Kuota freedoom tinggal 36GB hangus gara² jaringan hilang koneksi.
Tolong segera perbaiki,mau upgrade paket jadi males kalo jaringan ga ada.",BukanSarkas
"@Telkomsel Telkomsel Debes emang. Tapi harganya jg debest mahalnya. Mentang-mentang By Telkom penguasa Tower. Tunggu jaringan 5G ya! Saat tower tidak bgt berperan, Telkomsel akan ditinggalkan.",BukanSarkas
@IM3Ooredoo Kouta doank mahal jaringan gak di benerin di pelosok daerah yang beli kuota bulanan  rugi donk aturan buat kerja ke sehariannya eh panah data nya sebelah,BukanSarkas
@IM3Ooredoo jaringan bosok tenan sak iki sinyal e ilang ilang,BukanSarkas
"@Donirenaldi7 Wah seru bgt tuh kak, Klo pake Smartfren dijamin ga bakal bosen lagi deh, dengan jaringan internet super cepat dari smartfren makin puas deh aksesnya. Yuk gunakan terus Smartfrennya :) Terima kasih teman setia Smartfren. Rendi",BukanSarkas
"@IM3Ooredoo Bagusnya VoLTE juga bisa diaktifkan kalau jaringannya LTE only, selama ini VoLTE hanya bisa aktif jika jaringan 2G atau 3G aktif juga.",BukanSarkas
Baru tau jaringan telkomselku bisa dipake tengah malem doang😡,BukanSarkas
@Telkomsel Jaringan lu kyk tai mencret telkomsel,BukanSarkas
"Gajadi bar bar, jaringan tdk mumpuni",BukanSarkas
"udah sebulan ini nonton video di twitter yg cuma 2 menit bisa ngabisin waktu 15-20 menit 🤣
jaringan @XLAxiata_Tbk lagi kenapa dah?
kok sering RTO mulu? 😕",BukanSarkas
@zhraxdj jaringan kamu bagus aja ga?,BukanSarkas
"@FirstMediaCares Malam, kualitas jaringan di daerah tangerang selatan jelek sekali, tolong segera diperbaiki. Trmksh",BukanSarkas
Perasaan jaringan gue kenceng https://t.co/ygz5ltSmEL,BukanSarkas
jaringan gue tiap space knp kyk tai bgt,BukanSarkas
@IndiHomeCare min knp ini jaringan indihome saya gak bisa,BukanSarkas
"@shellikeey oalah karena itu tohh, tapi emang katanya kan jam 22.00 yaa terus telat setengah jam, itu kayaknya staff lupa deh atau jaringan disana pending wkwkwk🤣😅",BukanSarkas
"@applepiiejkk KAK EL, AKU PIKIR JARINGAN AKU YANG EROR ☹️",BukanSarkas
"WOY JARINGAN DUKUNG GUE KEK BUAT BACA AU
GUE LAGI BUTUH HIBURAN",Sarkasme
Mau nnton aja susah banget nih jaringan diajak kerja sama,BukanSarkas
@IM3Ooredoo Jaringan lelet,BukanSarkas
"@FirstMediaCares Sy cust. 11096734 Ini first media apa ga punya rasa malu...!!!???
Cust harus bayar utuh iuran tagihan, tapi 20 jam jaringan rusak teruuss...
Kapan sy bisa pake jaringan yg utuh klo tiap hari selama 20 jam infonya pemeliharaan jaringan...
Ginilah klo jadi cust terjajah..",BukanSarkas
anjir h+ jaringan lawak bgt,BukanSarkas
@prkjiurs cukup.. kalau jaringan lancar,BukanSarkas
nih jaringan gue yg pea apa begimana dah,BukanSarkas
"@vxsch jaringan kali ya?? tapi kadang jaringan ku bagus tetep gitu,, ilang likenya 😭",BukanSarkas
"Memang nggak salah berlangganan IndiHome buat aku yang suka streaming drama korea setiap hari.
Dengan jaringan kuat dan internet limited bebas streaming sampai pagi.
#AktivitasTanpaBatas 
#InternetnyaIndonesia https://t.co/MFOZn5dhFT",BukanSarkas
jaringan 3 ngajak berantem mulu heran,BukanSarkas
"@loafsyoshi Ga jalan ya? Di refresh nnti masukin kode ulang, kalo emg gabisa biasanya jaringan ga bagus",BukanSarkas
jaringan gue knp kayak tai si 😞,BukanSarkas
"@vvisama1 Oalaa :( dulu aku juga pernah jaringan wifi lagi jelekkk bgt jadi gagal mulu downloadnya padahal udah setengah. Gonta ganti wifi-hotspot juga gagal. Jadi aku beli kuota yg berlaku tengah malem-pagi gitu, alhamdulillah lancar downloadnya. Mungkin bisa dicoba buat temennya",BukanSarkas
@iievtynxz_ kirain jaringan aku loh aksa,BukanSarkas
"@3CareIndonesia  Jaringan Dungu kalo ujan sinyal ilang. Gila kali, benerin tuh otak lu semua jangan mau untungnya doang. Sialan ke ganggu urusan gw",BukanSarkas
@purplepinc SEKIRANYA GA ADA JARINGAN.....,BukanSarkas
Males bgt jaringan burik pas coop 😭,BukanSarkas
jaringan oh jaringan😭😭,BukanSarkas
jaringan makin malem makin asuu,BukanSarkas
terakhir gue ke sini 2014 data xl gue gak bisa di gunain. jaringan kosong pokonya gak bisa internet. sekarang kesini lagi xl lancar banget jauh lebih lancar daripada dirumah gue jakarta. kan jadi betah kalo begini mah,BukanSarkas
Ini teh jaringan sy yg lemot apa Kouta sy abis😀,BukanSarkas
jaringan minta di hantam,BukanSarkas
pas vote mama berakhir w gabisa buka hp karena udh pasti gaada jaringan😭,BukanSarkas
@IndiHome Jaringan internet saya kok tidak bisa dipakai ya dari tadi malam,BukanSarkas
"@IndiHomeCare Jadi gini cara perluas jaringan iniHome dirumah, thanks infonya min #AktivitasTanpaBatas #InternetnyaIndonesia",BukanSarkas
ini jaringan gue jelek banget deh kayaknya https://t.co/3aSKkd3Orm,BukanSarkas
@gadistanggal10 Mending🙂 aku malah tertolak untuk masuk karena jaringan tidak bersahabat🙂,BukanSarkas
"@schfess Kek aku kmaren, pas mau submit wktu tinggal 10 mnit lgi eh jaringan terputus",BukanSarkas
ini jaringan Smartfren kenapa lola banget anjr,BukanSarkas
"jaringan yaampun-____________________-""",Sarkasme
Plisss jaringan lemottt,BukanSarkas
@IndiHomeCare jaringan udah lancar min makasiii,Sarkasme
Jaringan masih susah,BukanSarkas
"Indosat anjing dr jam 3 sore sampe skrg blm dpt jaringan, terpaksa gw beli kartu baru #indosat #indosatbangsat",BukanSarkas
"ini kok aku ga bisa masuk web mama knp, padahal jaringan bagus",BukanSarkas
"@irwan_pratama96 Selamat malam, Kak Irwan.
Maaf jadi gak nyaman, Djoel cek jaringan internet pada nomor **85 terpantau online, namun kurang maksimal, sebagai langkah awal akan dibantu refresh jaringan melalui... https://t.co/4QsV6W6e1n",BukanSarkas
@byu_id udh restart brp kali kok ttp gaada jaringan. Error apa gmn si ribet😔,BukanSarkas
@termousr Semakin kuat berarti jaringan 4G nya ya,BukanSarkas
"Jaringan mulai ngadat, udah pada bangun ya para penggunanya 😫",BukanSarkas
"anjying baru ad jaringan hngghh, hrs sabar jan misuh krna msih di kapal hfngg",Sarkasme
"@bangilbro Halo juga Kak Ilham, terkait laporannya setelah Richi cek terpantau jaringan tidak stabil, sebagai langkah awal sudah Richi bantu refresh by sistem ya. Silakan koneksikan kembali secara berkala.... https://t.co/pOsnOiYSdU",BukanSarkas
"@infinitfy @chanieecaa Iya tergantung jaringan tdi udh bisa gais 👍🏻 wkwk
Btw semangat ya",BukanSarkas
Tengah malam malah lancar jaringan💪 sgt berguna begadang nya kali ini. Hwaiting!!!!! https://t.co/WpQ9qyZRMw,Sarkasme
"@Telkomsel jaringan kenapa dah, dah semingguan buat youtube 144p aja buffering, buat game ga jalan. Hadeh sia"" aja beli kuota tapi gabisa dipake https://t.co/MjQtJ21Lqc",BukanSarkas
"Di rumah mama dan papa ini paling nyaman kalau buat apa², cuma masalah jaringan yg buat gak betah 😌😫",BukanSarkas
mau lanjut haca azzzam tp pusing bngt jaringan nya burjek,BukanSarkas
"Apes emg malam ini, di saat sudah di Puncak eh... Tau2 nya ada aja yg ngehalang, jaringan kayak tai laa, saldo berkurang tapi tk ada laporan pengiriman.",BukanSarkas
"Ada apa gerangan sih kawand
Kok jaringan nya ilang timbul @TelkomIndonesia @IndiHome @IndiHomeCare",BukanSarkas
Ya ampun jaringan,Sarkasme
@Telkomsel Telkomsel bandung sehat??? Jaringan jaringan??? Aduuhhh ampuunnnnn,Sarkasme
@moambis lg asik space tbtb jaringan minta ditabok 😭,BukanSarkas
@matchanyajouvi Wkwkwk parah sih jaringan indigo😂,Sarkasme
ANJIRRRRR JARINGAN TOLOL KESEL BANGET😭,BukanSarkas
"Jaringan kontol, DC Mulu. Heran deh. @smartfrencare Ngentot banget jadi provider",Sarkasme
"sumpah gatau deh bakal nonton milano apa engga malam ini, udh keburu bete ama jaringan gw + vpn yg kek 💩",BukanSarkas
@volphaedra Jaringan kali,BukanSarkas
@IndiHomeCare Min jaringan saya kok gabisa sama sekali ini?,BukanSarkas
"ah udhlah anj kesel bgt, mo nonton doang ribet bgt urusan 🙄🙄 lain kali tolong vpn dan jaringan bekerja sama dong ama gw😑😑😑😑",BukanSarkas
@anakcngtiip kirain jaringan rumah ku jele,BukanSarkas
jaringan duhhhh,Sarkasme
demi allah ini jaringan gue kenapa busuk bner ky tai kingkong,BukanSarkas
"Cie yang lagi search ada apa dengan jaringan telkomsel tadi😜
Iya seluruh jaringan yg berkaitan dengan Telkomsel down beberapa menit yang lalu dan baru bisa lagi sekarang.",Sarkasme
Ini jaringan lagi error apaya gabisa isi pulsa,BukanSarkas
"@IndiHomeCare kereeen, jaringan ku sudah lancar :)",Sarkasme
"update menolong aing , untung ora play dulu @IndiHomeCare  MT jaringan apa gimana boss area GADING SERPONG",BukanSarkas
"@IndiHomeCare nagih rajin, promo rsjin, kualitas jaringan macam eek",BukanSarkas
w lagi asik2 nyanyi lagu2 album folklore taylor swift eh tbtb stop mendadak grgr jaringan 😤😤😤😤 https://t.co/MwWHm5kGgk,BukanSarkas
Napa sih jaringan telkomsel tb2 lemot bgt mana lg sibuk voting pula 😑🙃,BukanSarkas
"@FreddyFd0409 @IndiHomeCare Wah, ciampea bogor juga nih, betul dugaan ku, pasti ada yg enggak beres tiba2 jaringan ilang 🥸🥸",BukanSarkas
Kenapa sih indihome kalau jam segini selalu jelek jaringan nya 😤,BukanSarkas
indihome jaringan gak jelas.,BukanSarkas
"@BiznetHome @wahyudwiono Min mohon respon DM pls, internet access tapi tidak ada jaringan",BukanSarkas
@FirstMediaCares Error:( tidak ada jaringan internet padahal ga ada tunggakan atau abis ujan gitu,BukanSarkas
"@FirstMediaCares 
Halo team
11438085,wifi mohon di cek,apakah ada troble jaringan ?
Ataukah karena ada 2 sambungan internet di dalam rumah ?",BukanSarkas
"@TelkomCare @Telkomsel 
Ada apa dengan jaringan data telkomsel malam ini? Sejak jam 8an tadi saya samasekali gak bisa pake data internet, muter2 doang
#telkomsel
#InternetShutdowns",BukanSarkas
@joshualouvie Bisa jadi Soalnya udah ganti jaringan internet tetep loading trs,BukanSarkas
Ini twt yang error apa jaringan internet sih? Setiap buka komentar pasti gagal trs,BukanSarkas
"kok tiap ngekos jaringan internet provider apapun jelek mulu perasaan, kenapa dah😔",BukanSarkas
@missufe Kirain jaringan internet ku yg error'. 🤵,BukanSarkas
"@Telkomsel Jaringan lag 4NJlNG, mahal lemot.
Udah habis jutaan buat internet, masih aja kaya biasa ( ngelag).
Gk usah hubungi kontak ini itu ajm, Ni nomer gw, lu yg nelpon, abisin Pulsa aja bgsh4t.
082297371384
Provider pelayanan paling jelek, gk ada perubahan.
Kasar.? Sadar.!",BukanSarkas
"tiap kali live suka ovt sm jaringan sendiri, ini antara dia diem bae apa internet w ckckck tahunya lg baca komen",BukanSarkas
@FirstMediaCares min kenapasih gak ada jaringan internet dari sore min . Mana besok ponakan ada ulangan online via zoom,BukanSarkas
@triindonesia Jaringan internet nya benerin min... Udah seminggu ga bener2,BukanSarkas
@triindonesia Jaringan internet nya kapan normal lagi?,Sarkasme
"Capek banget WiFi error, sinyal ilang-ilangan ga jelas. Alhasil, kerjaan terhambat semua, karena kerjaan gua butuh jaringan internet yang lancar🤧",BukanSarkas
"Internet babi @MyRepublicID bayaran mahal telat dikit di sms tapi jaringan kaya bangsad, lemot suka request timed out kasih potongan harga dong. https://t.co/EgH2oH4Ohq",BukanSarkas
"Meskipun diluar lagi hujan deres,tapi jaringan internet IndiHome tetep stabil...mantuullll guys👍😉
#AktivitasTanpaBatas 
#InternetnyaIndonesia https://t.co/Xrub4uLXx5",Sarkasme
@triindonesia @IndosatCare @XLAxiata_Tbk semoga perusahaannya maju dan bisa bangun jaringan internet di Papua,BukanSarkas
"habis putus sama ayang bikin bete langsung dengerin musik galau lewat youtube tanpa buffering atau lemot karena disupport jaringan internet indihome yang super cepat 🔥
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/XcCx6qO5i7",BukanSarkas
"Lampu mati &gt; Wifi mati &gt; no internet connection.
Beli paket tsel, ternyata jaringan tsel cacuy juga.",BukanSarkas
"@myXLCare halo min, jaringan internet xl saya bermasalah nih. Sama sekali tidak bisa nyambung internet padahal kuota masih ada ketika dicek. Mohon bantuannya",BukanSarkas
"@Tyaracangtip iyaa waktu itu pernah, jaringan internet nya jadi helang",BukanSarkas
"hari libur ini hawanya terpantau dingin dan mager ngapa ngapain jadi mending tarik selimut nonton livestream youtuber idola tanpa lemot dengan jaringan internet indihome 🤭
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/95qTz4Ikyc",BukanSarkas
"@jennyyulansari_ Sumpah telkomsel pu jaringan internet bikin kita ada tinggal di hutan mana saja kah, padahal masih di kota besar ini heh",BukanSarkas
"nongkrong sama temen sambil youtube an streamer pake jaringan internet super cepat dari indihome😆
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/XMvh9STntT",BukanSarkas
"kesekian kali nonton youtube lancar dan anti lelet dengan jaringan internet indihome 😁
#InternetnyaIndonesia
#AktivitasTanpaBatas https://t.co/D0RiJWapYE",BukanSarkas
@ask_AXIS kocak gaada angin gaada ujan tiba tiba jaringan internet lemot,BukanSarkas
"Dear @IndiHomeCare 
Mohon bantuannya sekalu internet kami disini TIDAK BISA DIGUNAKAN sudah 3-4 hari. Jaringan selalu timeout terputus-putus.",BukanSarkas
@myXLCare hello ini kenapa yaaa dari tadi pagi jaringan internet XL dari tadi pagi ga bisa digunain padahal kuota saya masih,BukanSarkas
"pantesan gue kemaren cuti gaada ribut2. gataunya dari siang sampe pulang gaada jaringan internet wkwkwk
indihum indihum",Sarkasme
"@Telkomsel pagi telkomsel. Sudah 2 hari ini jaringan telkomsel eror, tdk bs tlf, dan akses internet. Apakah ada perbaikan? Bhkn indihome pun menglami hal yg sama. Daring jd terganggu",BukanSarkas
"signal ada, kuota internet banyak, kok gak ada jaringan data untuk intenet yah? @myXL @myXLCare",BukanSarkas
Jaringan internet di skolah bikin deg2an,BukanSarkas
"@tintinnya @klinikhukum @IndiHomeCare Udah biasa itu..
Dari masa internet busuk ke speedy sekarang ke indihome..
Layanan internet nya tetap busuk.
Tapi hampir semua layanan publik indonesia busuk sih..
Mau provider apapun..
Makanya kadang lucu aja kalo pemerintah sok bicarai metaverse
Jaringan internet ae masih bosok",BukanSarkas
"@kring_pajak Min, ini kenapa mau login ke web DJP eror mulu ?
Padahal jaringan internet dirumah saya lancar-lancar aja, trus buka website lain gak ada masalah, hanya ke web DJP aja yang gak bisa. https://t.co/IvIAiz5WFM",BukanSarkas
"@FirstMediaCares no. Pelanggan 81469901 udh 4 hari layanan internet mati. Saya udh dapat email &amp; lagi ada gangguan jaringan, namun ga ada kejelasan sampe kapan. Saya mengalami kerugian krn masalah jaringan ini. Apa kompensasi dari komitmen ke pelanggan yg dijanjikan first media?",BukanSarkas
"Sekalinya punya waktu buat lapor pajak, eh jaringan internet kantor kek asu.",BukanSarkas
ah udahlah gausah kerja. jelek bgt nih jaringan internet warga suburban,BukanSarkas
"Kumat deh, error jaringan internet.......",BukanSarkas
@taurgrl anjir putus nyambung dh kea jaringan internet,BukanSarkas
"mohon @kemkominfo hari ini jaringan internet di area sekitar @Kanimdepok mengalami drop. 
Mohon segera ditindak lanjuti karena banyak yang sudah tidak mengajukan cuti lagi untuk perpanjangan paspor. hari ini harapan satu satunya untuk melakukan perpanjangan paspor. terimakasih",BukanSarkas
@indosat Koneksi jaringan kartu 3 (Tri) error kah? dari sore ga bisa konek internetnya. Bar sinyal full 4G tapi ga konek internet...,BukanSarkas
Hape n jaringan internet lg error 😭😭😭,BukanSarkas
"@IndiHomeCare dear Indihome, mohon bantuannya internet saya mati total sejak pukul 18.30 WIB sore ini. Saya lapor karena jaringan intermitten, tapi setelah teknisi datang jaringan malah mati total.",BukanSarkas
"Semenjak pasang jaringan internet IndiHome,tambah betah main game dirumah.
#AktivitasTanpaBatas 
#InternetnyaIndonesia https://t.co/zGlWKmpRG8",Sarkasme
